,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,release_year
Siiiiiiiiilver Surffffeeeeer Intermission,0.788,0.409,9,-11.917,1,0.881,0.982,0.000203,0.11,0.925,72.623,56560,2016
Jonestown (Interlude),0.38,0.454,0,-10.271,0,0.0362,0.755,0.623,0.263,0.288,77.592,112013,2018
92 Explorer,0.798,0.733,7,-4.811,0,0.0476,0.265,1.25e-06,0.114,0.861,146.046,211427,2018
Same Time Pt. 1,0.63,0.488,0,-6.652,0,0.254,0.708,0.0,0.276,0.719,88.696,89867,2017
Owe Me,0.62,0.609,8,-8.831,1,0.145,0.44,0.0,0.115,0.404,142.042,271693,2017
Halfway Off The Balcony,0.525,0.804,8,-6.453,1,0.25,0.329,0.0,0.228,0.143,125.068,230960,2017
Voices In My Head/Stick To The Plan,0.472,0.541,1,-8.513,1,0.231,0.141,1.21e-06,0.477,0.128,145.12,242307,2017
Sunday Morning Jetpack,0.591,0.756,10,-8.026,0,0.143,0.708,0.0,0.332,0.546,82.776,225067,2017
Inspire Me,0.713,0.664,5,-7.245,0,0.264,0.336,0.0,0.231,0.413,136.104,208307,2017
Girls in the Suburbs Singing Smiths Songs (feat. G-Eazy),0.564,0.356,9,-13.448,1,0.387,0.439,0.0,0.0979,0.496,61.638,189027,2018
The Beautiful & Damned,0.656,0.804,8,-5.191,0,0.363,0.173,0.0,0.837,0.314,125.882,189307,2017
Pray For Me,0.77,0.502,5,-9.604,0,0.13,0.0614,0.0,0.069,0.305,127.946,207907,2017
Him & I (with Halsey),0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908,268867,2017
But A Dream,0.583,0.685,8,-6.978,1,0.425,0.162,0.0,0.0858,0.44,155.947,206427,2017
That's A Lot,0.775,0.719,2,-6.349,1,0.053,0.0227,0.000141,0.249,0.439,159.91,214520,2017
Pick Me Up,0.584,0.731,1,-6.209,1,0.209,0.114,3.48e-05,0.607,0.44,84.913,228960,2017
Gotdamn,0.807,0.512,1,-7.121,1,0.302,0.0337,2.82e-06,0.133,0.202,83.972,172520,2017
Leviathan,0.663,0.51,8,-8.823,1,0.192,0.0277,0.0,0.27,0.131,96.223,227027,2017
Crash & Burn,0.558,0.778,3,-4.03,0,0.274,0.0719,0.0,0.0905,0.294,88.125,180360,2017
Summer In December,0.596,0.879,5,-4.563,1,0.359,0.0706,0.0,0.0965,0.491,79.448,186147,2017
Charles Brown,0.472,0.562,5,-7.05,0,0.244,0.431,0.0,0.115,0.769,93.161,289373,2017
No Less,0.632,0.49,11,-7.386,0,0.286,0.566,0.0,0.0985,0.178,93.979,250640,2017
Mama Always Told Me,0.747,0.714,6,-5.123,0,0.14,0.0169,0.0,0.138,0.461,144.969,191013,2017
Love Is Gone,0.631,0.79,8,-5.128,1,0.391,0.144,0.0,0.213,0.23,80.522,234613,2017
One Of Them (feat. Big Sean),0.597,0.724,2,-7.764,1,0.0487,0.00268,0.0,0.111,0.325,110.016,199520,2015
Drifting (feat. Chris Brown & Tory Lanez),0.554,0.758,6,-6.772,0,0.129,0.00203,0.0,0.3,0.35,134.897,273253,2015
Of All Things (feat. Too $hort),0.738,0.483,9,-10.664,1,0.331,0.213,0.0,0.197,0.59,96.978,213560,2015
Order More (feat. Starrah),0.895,0.437,8,-8.989,0,0.357,0.108,0.0,0.0929,0.802,140.014,208827,2015
Calm Down,0.538,0.624,11,-8.794,1,0.325,0.000175,2.2e-06,0.117,0.409,102.346,127427,2015
Don't Let Me Go (feat. SAYGRACE),0.324,0.65,7,-7.856,1,0.312,0.096,5.81e-05,0.599,0.43,201.411,191413,2015
What If (feat. Gizzle),0.519,0.528,4,-8.419,0,0.0912,0.134,0.0,0.174,0.163,129.836,252947,2015
Sad Boy,0.601,0.64,11,-8.4,0,0.234,0.0126,6.06e-06,0.114,0.27,161.947,202507,2015
Think About You (feat. Quiñ),0.725,0.489,0,-12.565,1,0.256,0.228,7.28e-06,0.0854,0.361,95.154,179347,2015
Everything Will Be OK (feat. Kehlani),0.572,0.539,0,-11.203,0,0.167,0.121,0.0,0.11,0.427,91.095,311373,2015
For This (feat. IAMNOBODI),0.753,0.591,6,-9.64,0,0.257,0.00186,0.0,0.115,0.716,149.136,250560,2015
Nothing to Me (feat. Keyshia Cole & E-40),0.541,0.596,4,-10.368,0,0.181,0.0712,0.0,0.0901,0.323,80.021,329707,2015
These Things Happen,0.521,0.682,7,-9.04,1,0.446,0.0597,0.0,0.0745,0.388,86.87,144173,2014
Far Alone (feat. E-40 & Jay Ant),0.721,0.666,1,-8.226,1,0.0662,0.0724,0.0,0.217,0.323,97.998,267973,2014
Opportunity Cost,0.613,0.417,0,-11.122,1,0.698,0.437,0.0,0.469,0.285,137.267,234053,2014
Lotta That (feat. A$AP Ferg & Danny Seth),0.712,0.674,9,-8.188,1,0.194,0.0333,1.87e-06,0.0916,0.329,111.869,288867,2014
Factory Girl (Skit),0.0,0.303,4,-22.355,1,0.0,0.97,0.0,0.617,0.0,0.0,13400,2014
Downtown Love (feat. John Michael Rouchell),0.544,0.557,7,-10.554,1,0.0765,0.217,0.000125,0.0771,0.105,87.97,326813,2014
Complete,0.615,0.549,2,-7.34,1,0.112,0.00954,0.000101,0.109,0.123,144.099,188920,2014
Let's Get Lost (feat. Devon Baldwin),0.671,0.672,4,-9.188,0,0.12,0.103,3.98e-05,0.074,0.186,117.96,240680,2014
Shoot Me Down (feat. Anthony Stewart),0.656,0.741,10,-6.711,0,0.265,0.155,4.31e-06,0.123,0.301,74.801,196693,2014
Been On,0.609,0.655,1,-7.985,0,0.507,0.105,0.0,0.0939,0.316,160.415,208867,2014
Remember You (feat. blackbear),0.654,0.565,4,-8.741,0,0.196,0.345,0.0,0.157,0.207,140.079,215880,2014
Tumblr Girls (feat. Christoph Andersson),0.49,0.373,8,-9.762,1,0.26,0.101,0.000105,0.128,0.346,121.889,255680,2014
Just Believe,0.766,0.518,6,-8.648,0,0.0374,0.0515,0.0567,0.113,0.107,110.059,242693,2014
Plastic Dreams (feat. Johanna Fay),0.514,0.7,9,-8.478,0,0.0591,0.17,5.95e-05,0.164,0.305,85.021,233900,2012
Lady Killers (feat. Hoodie Allen),0.394,0.771,3,-6.873,1,0.29,0.00193,0.0,0.114,0.548,145.947,249401,2012
Mad (feat. Devon Baldwin),0.615,0.8,7,-7.423,1,0.0571,0.0684,0.0,0.106,0.309,134.052,190118,2012
Marilyn (feat. Dominique Le Jeune),0.435,0.641,10,-7.274,1,0.104,0.131,0.0,0.273,0.156,115.534,196216,2012
Stay High (feat. Mod Sun),0.562,0.554,0,-6.114,1,0.026,8.74e-05,2.14e-06,0.115,0.246,82.064,216557,2012
Must Be Nice (feat. Johanna Fay),0.455,0.54,8,-8.363,1,0.0971,0.00982,0.0,0.0972,0.0395,171.677,206850,2012
Loaded (Bonus Track) [feat. DJ Carnage],0.838,0.781,8,-8.249,1,0.45,0.241,0.0,0.105,0.913,135.941,156245,2012
RIP (feat. G-Eazy & Drew Love),0.728,0.646,5,-4.387,0,0.0463,0.422,0.0,0.0899,0.46,103.983,200773,2018
Power (feat. Nef The Pharaoh & P-Lo),0.839,0.743,2,-7.341,1,0.228,0.168,5.15e-05,0.132,0.261,97.953,199508,2018
Wasabi (feat. Global Dan),0.634,0.525,1,-8.628,1,0.411,0.0882,0.0,0.0937,0.464,140.112,174711,2018
Over Me (feat. RJ & Jay Anthony),0.528,0.738,10,-5.026,0,0.316,0.495,8.29e-05,0.0955,0.444,169.871,217412,2018
Gone (Interlude),0.645,0.594,5,-5.496,0,0.0343,0.00699,0.032,0.215,0.194,109.967,102853,2018
Not The Boy,0.714,0.817,10,-5.616,0,0.103,0.127,3.64e-06,0.116,0.646,95.434,104947,2018
Rubber Band Man (feat. Cam'ron),0.652,0.905,1,-4.113,1,0.11,0.119,0.00346,0.109,0.265,156.051,205747,2017
What Do You Do (feat. NAV),0.819,0.713,8,-5.623,0,0.304,0.358,1.63e-05,0.0947,0.506,152.016,176867,2017
Nandos,0.79,0.654,10,-5.568,0,0.226,0.0388,0.0,0.125,0.515,136.938,175200,2017
Tango,0.484,0.805,1,-3.851,1,0.31,0.51,0.0,0.104,0.289,83.466,272760,2017
Lord (feat. Bone Thugs-n-Harmony),0.73,0.89,7,-6.41,1,0.168,0.403,0.0,0.611,0.446,125.405,317187,2013
Hood Pope,0.731,0.631,9,-7.006,1,0.155,0.106,0.0,0.22,0.513,131.977,210747,2013
Fergivicious,0.859,0.842,6,-5.17,0,0.196,0.171,0.0,0.165,0.61,125.981,230520,2013
4:02,0.733,0.474,2,-8.235,1,0.0403,0.00494,0.00387,0.651,0.0616,106.892,215267,2013
Dump Dump,0.65,0.638,8,-5.94,1,0.127,0.207,0.0,0.266,0.418,134.044,214827,2013
Didn't Wanna Do That,0.738,0.829,6,-5.409,0,0.252,0.0212,0.0,0.486,0.338,122.992,164067,2013
Make A Scene (feat. Maad Moiselle),0.586,0.691,4,-6.293,0,0.182,0.102,0.0,0.131,0.244,130.106,177040,2013
"F**k Out My Face (feat. B-Real, Onyx & Aston Matthews)",0.783,0.717,9,-6.718,1,0.462,0.103,0.0,0.27,0.595,130.072,236493,2013
Cocaine Castle,0.63,0.708,10,-6.399,0,0.0696,0.47,0.0,0.122,0.419,120.068,266960,2013
Harlem Anthem - From Uncle Drew Original Soundtrack,0.527,0.794,1,-4.698,1,0.122,0.00344,0.0,0.361,0.393,112.685,188800,2018
Pull Up (feat. Joey Bada$$ & A$AP Ferg),0.853,0.602,4,-6.263,0,0.21,0.0669,0.0,0.417,0.443,132.978,181827,2018
Skyline To,0.423,0.294,5,-13.673,0,0.0593,0.882,5.43e-06,0.0981,0.401,129.146,184600,2016
Facebook Story,0.632,0.18,7,-20.55,1,0.685,0.878,0.0,0.249,0.704,85.004,68588,2016
Close To You,0.827,0.673,5,-8.401,0,0.23,0.192,0.00136,0.146,0.779,78.007,85754,2016
White Ferrari,0.444,0.0924,0,-15.605,1,0.0366,0.784,0.0,0.304,0.219,108.917,248808,2016
SLOW DANCING IN THE DARK,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,209274,2018
YEAH RIGHT,0.672,0.588,1,-9.573,1,0.133,0.619,0.241,0.0992,0.204,169.033,174358,2018
La Cienega,0.61,0.318,8,-9.95,1,0.148,0.506,0.000617,0.102,0.214,109.491,192607,2018
Red Rubies,0.856,0.382,0,-7.71,0,0.116,0.512,0.0,0.106,0.288,135.07,243657,2018
Swimming Pool,0.774,0.63,0,-7.807,0,0.286,0.349,0.0,0.311,0.77,140.033,272448,2018
Plans (feat. Vory),0.917,0.541,0,-8.345,1,0.0944,0.145,3.25e-05,0.0409,0.752,101.005,138391,2018
Lover Boy 88,0.734,0.699,11,-6.689,1,0.0614,0.349,0.0,0.261,0.5,109.979,233033,2018
Poolside Manor,0.588,0.541,10,-7.212,1,0.0626,0.417,0.0,0.107,0.0816,77.478,170527,2018
Disrespectin,0.656,0.632,2,-5.855,1,0.331,0.161,0.0,0.0866,0.114,133.819,230173,2018
Warpaint,0.68,0.658,1,-5.356,1,0.0535,0.082,0.0324,0.109,0.278,128.921,213788,2018
I Want In,0.493,0.69,7,-4.768,1,0.275,0.42,0.0,0.126,0.478,76.85,150295,2018
Japan 88,0.747,0.706,6,-7.244,1,0.404,0.195,0.0,0.336,0.835,176.095,185510,2018
Nothing Wrong (feat. Goldlink),0.806,0.905,5,-4.363,0,0.294,0.258,0.0,0.324,0.524,124.001,192401,2018
Head In The Clouds,0.516,0.456,9,-9.242,1,0.0397,0.281,1.27e-05,0.0847,0.238,145.843,178023,2018
Thugger’s Interlude,0.458,0.109,11,-18.918,1,0.0661,0.896,2.1e-05,0.119,0.0655,100.928,71998,2018
3 Days 3 Hours,0.58,0.391,2,-10.109,1,0.664,0.843,0.0,0.0368,0.487,74.328,269000,2018
Right Here (feat. Eric Bellinger),0.46,0.736,5,-4.3,0,0.471,0.548,0.0,0.101,0.405,177.056,221569,2018
Eastside (with Halsey & Khalid),0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.116,0.319,89.391,173800,2018
Ocean (feat. Khalid),0.506,0.693,0,-7.265,0,0.0412,0.584,9.58e-05,0.0891,0.221,139.912,216420,2018
Betrayal - Skit,0.637,0.476,1,-18.382,1,0.544,0.786,4.27e-06,0.939,0.262,91.872,64194,2018
Karma - Skit,0.652,0.218,2,-18.186,1,0.206,0.933,5.11e-05,0.591,0.688,114.424,74590,2018
Check (Feat. Playboi Carti),0.75,0.313,6,-15.085,0,0.253,0.0107,3.21e-06,0.0847,0.132,147.529,183147,2018
Crumbs,0.834,0.753,10,-5.759,0,0.121,0.00923,0.0,0.11,0.265,147.983,156353,2017
Let You Down,0.661,0.715,5,-5.651,0,0.119,0.316,0.0,0.178,0.411,148.027,212120,2017
Space Beet,0.68,0.271,11,-15.009,0,0.198,0.738,0.0,0.0766,0.504,119.68,102583,2018
BitterCity,0.651,0.643,1,-7.471,1,0.346,0.0595,0.0,0.562,0.5,177.908,217417,2018
Holy Vibes,0.596,0.608,4,-8.737,1,0.699,0.434,0.0,0.0892,0.644,66.198,218227,2018
Holy Vibes II,0.815,0.538,6,-9.99,0,0.469,0.552,0.0,0.103,0.593,123.221,205218,2018
No Crush on Ya,0.762,0.707,7,-6.856,1,0.343,0.0732,0.0,0.0961,0.56,88.901,113972,2018
Love Docta,0.559,0.641,1,-6.719,1,0.428,0.195,0.0,0.42,0.392,99.471,167732,2018
You Got Plans Huh?,0.58,0.838,4,-6.809,0,0.319,0.00175,0.0,0.166,0.507,154.821,139781,2018
Lifetime,0.787,0.592,11,-8.767,1,0.499,0.0794,0.0,0.156,0.784,126.98,177685,2018
Talk Yo Sh!t,0.826,0.565,8,-7.623,1,0.124,0.0376,0.0,0.199,0.257,150.034,194247,2018
Big Mad,0.746,0.705,0,-7.824,1,0.249,0.00721,0.0,0.375,0.649,162.95,165407,2018
Amigo Freestyle,0.61,0.937,2,-4.585,1,0.108,0.0618,0.0,0.839,0.808,151.992,133094,2018
My Arms,0.764,0.521,4,-11.391,1,0.112,0.632,0.0,0.119,0.55,119.937,196885,2018
Supervision,0.894,0.607,6,-6.385,1,0.0535,0.0604,0.0,0.0957,0.847,134.992,196444,2018
Zone (feat. iamEROC),0.782,0.786,1,-5.102,0,0.207,0.0453,0.0,0.288,0.486,78.004,166538,2017
Major,0.757,0.61,0,-8.744,1,0.134,0.0158,0.502,0.478,0.193,79.509,164528,2018
Wave,0.722,0.735,10,-4.467,0,0.19,0.192,0.00143,0.399,0.671,148.979,177584,2018
From Half,0.744,0.731,6,-3.224,1,0.0516,0.00562,1.26e-06,0.202,0.568,152.925,163529,2018
Holy Ghost (feat. Triip),0.644,0.613,8,-9.561,0,0.294,0.00531,0.000676,0.326,0.497,173.817,176552,2018
Parted Ways,0.856,0.323,2,-7.634,1,0.0745,0.131,0.000122,0.0876,0.0731,132.937,205714,2018
Living Facts,0.745,0.784,5,-4.224,1,0.138,0.138,0.0,0.0818,0.337,77.099,164985,2018
Helen Keller,0.68,0.561,1,-6.534,1,0.0929,0.0783,0.0,0.103,0.341,159.951,162038,2017
Big Spender,0.677,0.496,9,-9.967,1,0.501,0.0132,0.0,0.116,0.235,131.096,167679,2016
Wavy,0.705,0.677,7,-11.909,1,0.503,0.0233,0.0,0.093,0.754,150.046,154400,2016
Living for the Gram (feat. Marvin Divine),0.598,0.627,7,-9.022,0,0.361,0.0615,0.0,0.111,0.347,140.069,183429,2016
My Crew,0.776,0.706,10,-5.869,0,0.235,0.328,0.0,0.261,0.508,140.112,181812,2016
Uber,0.718,0.673,5,-4.364,0,0.0427,0.0504,0.0,0.102,0.0887,110.042,220421,2016
When I Die,0.874,0.634,0,-2.299,1,0.0651,0.0547,0.0,0.055,0.919,140.038,181714,2018
Blvd,0.821,0.621,8,-5.255,1,0.156,0.189,2.24e-06,0.106,0.559,78.012,192308,2017
Listen,0.712,0.776,11,-5.653,1,0.0305,0.614,0.00109,0.0888,0.71,105.029,224026,2016
Puppet Show,0.814,0.726,2,-5.266,1,0.267,0.405,0.0,0.207,0.367,127.812,191953,2017
High Up,0.716,0.951,8,-3.608,1,0.0303,0.0827,1.64e-05,0.11,0.752,106.014,225849,2017
College (feat. Arizona Zervas),0.447,0.914,5,-5.2,0,0.365,0.0833,0.0,0.155,0.33,77.859,210313,2015
Swerve,0.918,0.834,0,-6.21,1,0.0935,0.157,1.12e-05,0.0651,0.842,128.006,169718,2017
Don't Hit My Line,0.896,0.496,2,-8.406,1,0.274,0.229,0.0,0.0957,0.659,130.033,196232,2016
Might as Well,0.914,0.545,1,-7.323,1,0.459,0.119,0.0,0.395,0.802,134.057,207754,2017
Coming Up,0.959,0.612,5,-6.19,0,0.0725,0.317,0.0,0.0996,0.745,111.508,205767,2016
On My Mind,0.694,0.682,7,-5.283,1,0.0853,0.187,6.39e-05,0.0882,0.513,81.991,254694,2016
Old Ways,0.914,0.692,1,-8.185,0,0.0535,0.24,0.000606,0.104,0.929,119.983,180036,2016
Stop Searching,0.461,0.84,1,-5.263,1,0.0814,0.00859,2.14e-05,0.189,0.479,174.023,157283,2017
We Should Just Get Faded,0.859,0.571,0,-7.214,1,0.0829,0.0595,0.0,0.109,0.329,128.047,178181,2016
My Language,0.756,0.686,5,-3.765,0,0.158,0.271,0.0,0.202,0.741,136.757,186619,2016
Go Home,0.558,0.827,9,-3.477,0,0.225,0.0206,0.0,0.134,0.704,83.121,156056,2016
"Champagne in My O.J. (feat. Yonas, Arizona Zervas & Cassie Nichole)",0.752,0.728,10,-6.865,0,0.0746,0.0653,0.0,0.262,0.673,120.004,184504,2016
Litty,0.647,0.874,10,-4.916,0,0.0481,0.00135,0.0,0.175,0.525,119.988,208000,2016
Up In My Cocina - From SR3MM,0.898,0.751,11,-4.646,1,0.148,0.0129,0.0,0.363,0.462,129.972,246449,2018
Perplexing Pegasus - From SR3MM,0.899,0.448,1,-8.789,1,0.0738,0.000692,2.36e-05,0.365,0.302,145.975,204787,2018
"""42"" - From SR3MM",0.968,0.563,1,-6.744,1,0.125,0.00275,0.0,0.108,0.324,130.039,238020,2018
Rock N Roll Hall Of Fame - From SR3MM,0.741,0.746,7,-4.34,0,0.0346,0.152,0.0,0.135,0.538,143.955,266683,2018
T'd Up - From SR3MM,0.833,0.57,8,-6.592,1,0.116,0.00482,3.51e-06,0.164,0.113,152.044,232863,2018
Touchscreen Navigation - From Swaecation,0.729,0.523,6,-6.348,0,0.102,0.518,1.05e-06,0.104,0.0791,87.999,197652,2018
Heartbreak In Encino Hills - From Swaecation,0.564,0.712,11,-4.243,0,0.0644,0.000788,4.48e-06,0.0569,0.144,129.955,253072,2018
Heat Of The Moment - From Swaecation,0.624,0.649,1,-5.823,0,0.0435,0.0526,0.0,0.108,0.183,93.923,217021,2018
Lost Angels - From Swaecation,0.351,0.699,10,-7.021,0,0.243,0.315,1.95e-06,0.11,0.35,80.807,204326,2018
Hurt To Look - From Swaecation,0.671,0.702,5,-5.642,1,0.0833,0.179,3.53e-05,0.117,0.235,104.983,256000,2018
Red Wine - From Swaecation,0.697,0.441,6,-7.517,1,0.0554,0.859,1.34e-06,0.109,0.114,109.905,148482,2018
What's In Your Heart? - From Swaecation,0.865,0.567,10,-6.323,0,0.0773,0.0965,0.000993,0.0874,0.3,90.951,254231,2018
Brxnks Truck - From Jxmtro,0.851,0.479,2,-10.011,1,0.261,0.0112,0.0,0.301,0.424,132.98,149774,2018
Players Club - From Jxmtro,0.902,0.635,0,-5.565,1,0.215,0.164,0.0,0.0844,0.199,120.07,128000,2018
Anti-Social Smokers Club (feat. Zoë Kravitz) - From Jxmtro,0.939,0.621,1,-4.729,1,0.0864,0.00227,0.0,0.0957,0.229,135.05,163556,2018
Cap (feat. Trouble) - From Jxmtro,0.862,0.555,10,-4.817,0,0.0516,0.0166,0.0,0.103,0.076,130.01,192000,2018
Changed Up - From Jxmtro,0.84,0.592,0,-6.358,0,0.115,0.0298,0.0,0.132,0.348,130.039,208615,2018
Keep God First - From Jxmtro,0.882,0.581,1,-8.255,0,0.276,0.43,0.0,0.156,0.627,113.968,221053,2018
Juggling Biddies (feat. Riff 3x) - From Jxmtro,0.731,0.783,3,-5.692,1,0.109,0.0703,0.0,0.143,0.621,147.757,168914,2018
Growed Up - From Jxmtro,0.867,0.766,7,-3.826,0,0.047,0.146,0.0,0.281,0.675,117.02,200251,2018
Set The Roof,0.885,0.467,1,-7.42,1,0.227,0.0512,0.0,0.115,0.232,96.983,205413,2016
Now That I Know,0.8,0.433,2,-11.118,0,0.125,0.0347,0.0,0.0965,0.357,111.999,244333,2016
Take It Or Leave It,0.775,0.47,2,-8.204,1,0.0475,0.0828,0.0,0.0951,0.224,118.016,211573,2016
Do Yoga,0.805,0.449,1,-10.16,1,0.0508,0.108,2.03e-06,0.0878,0.19,132.037,238720,2016
Over Here,0.908,0.547,10,-3.751,0,0.257,0.037,0.0,0.38,0.36,124.003,282760,2016
Just Like Us,0.808,0.471,1,-10.652,1,0.0526,0.0187,0.000144,0.136,0.451,143.978,246693,2016
Lit Like Bic,0.728,0.684,0,-4.971,0,0.0536,0.00645,0.0,0.458,0.139,124.013,274760,2015
Unlock The Swag,0.922,0.54,6,-5.917,0,0.0677,0.135,1.32e-05,0.0772,0.255,113.969,322787,2015
Up Like Trump,0.832,0.641,1,-2.672,1,0.0458,0.0465,3.2e-06,0.337,0.232,133.06,193173,2015
YNO,0.75,0.772,7,-4.409,1,0.0396,0.0885,0.0,0.194,0.155,105.02,324933,2015
One Day (feat. Ryan Tedder),0.529,0.871,10,-5.831,1,0.155,0.118,0.000164,0.115,0.272,189.837,199867,2018
Live SheckWes Die SheckWes,0.805,0.609,0,-8.309,1,0.26,0.0013,0.0263,0.0899,0.503,139.95,146625,2017
Do You Understand? (feat. Gunna & Tory Lanez),0.878,0.527,4,-5.194,0,0.111,0.0583,0.0,0.0976,0.178,129.964,279257,2018
I’m The $hit (feat. Ty Dolla $ign),0.832,0.702,10,-5.099,0,0.212,0.0426,0.0,0.3,0.581,147.997,181622,2018
Doe-Active,0.87,0.727,7,-6.435,1,0.337,0.186,1.73e-06,0.141,0.769,149.868,205787,2014
"Hella Hoes (feat. A$AP Rocky, A$AP Ferg, A$AP Nast & A$AP Twelvyy)",0.633,0.853,8,-6.491,1,0.389,0.302,0.0,0.152,0.544,130.018,211965,2014
In Her Mouth,0.728,0.667,1,-7.335,1,0.098,0.0167,2.12e-05,0.126,0.365,159.973,192187,2016
Lil Haiti Baby,0.498,0.604,10,-5.197,0,0.242,0.0264,0.0,0.224,0.382,137.89,277387,2016
Seven Rings,0.744,0.7,0,-5.353,0,0.358,0.0972,0.0,0.111,0.466,153.894,205893,2016
Lie to Me,0.695,0.722,8,-4.013,0,0.0476,0.0483,0.0,0.323,0.238,119.985,212920,2016
Program,0.811,0.687,1,-6.188,0,0.154,0.023,4.5e-05,0.113,0.517,76.498,176187,2016
WIFI LIT,0.884,0.579,2,-6.847,1,0.299,0.064,2.38e-06,0.182,0.313,144.973,176630,2018
RACKS BLUE,0.868,0.548,1,-7.864,1,0.171,0.233,2.67e-06,0.181,0.557,139.999,204311,2018
SOME MORE,0.919,0.442,2,-7.948,1,0.155,0.493,0.0,0.233,0.485,110.032,213892,2018
If You Want It (Sleepy Brown feat. Scar),0.645,0.785,0,-6.868,0,0.0353,0.0175,5.61e-06,0.0898,0.569,110.994,277947,2018
Walk On Minks (Future),0.75,0.794,11,-6.539,0,0.168,0.0213,0.0,0.359,0.645,129.993,218141,2018
Stains (Future),0.885,0.713,1,-4.853,0,0.261,0.0278,0.000318,0.154,0.275,148.058,182133,2018
R.A.N. (Miguel),0.538,0.626,5,-8.272,1,0.0455,0.115,1e-05,0.137,0.241,132.908,243235,2018
This Way (Khalid x H.E.R.),0.62,0.282,5,-10.533,0,0.0464,0.694,0.0,0.119,0.193,124.609,211205,2018
Nowhere (Future),0.817,0.493,0,-5.09,0,0.134,0.0813,2.42e-06,0.114,0.227,137.104,270587,2018
Trappin' So Hard (Rich The Kid & Rico Love),0.867,0.564,11,-6.815,1,0.0909,0.215,0.0,0.112,0.237,109.95,167650,2018
New Goals (French Montana),0.8,0.749,0,-4.548,1,0.0593,0.112,0.0,0.334,0.247,115.076,241587,2018
"Rep Yo Click (Lil Jon feat. Bangladesh, Freeway & CyHi The Prynce)",0.466,0.774,1,-5.322,0,0.235,0.0215,0.0,0.158,0.536,116.118,210827,2018
"Please Forgive (Lecrae, Sean Garrett & Crystal Nicole)",0.554,0.694,11,-5.803,0,0.149,0.476,0.0,0.0681,0.385,145.986,160067,2018
Capone Suite (Rick Ross feat. Smif-N-Wessun),0.343,0.883,1,-5.335,1,0.315,0.000932,0.0,0.315,0.554,76.959,293373,2018
Struggles (Future feat. Sleepy Brown),0.772,0.456,0,-9.986,0,0.0703,0.0858,0.0,0.224,0.275,129.988,146744,2018
Find My Way Out (HoodCelebrityy),0.749,0.419,6,-7.562,0,0.0437,0.0181,7.15e-06,0.0703,0.432,96.977,165440,2018
La Dueña (A.CHAL),0.89,0.484,10,-4.896,0,0.198,0.162,0.0,0.0698,0.521,139.774,150387,2018
All da Smoke,0.893,0.583,0,-6.862,1,0.341,0.0265,1.33e-05,0.149,0.115,147.0,204960,2017
Feed Me Dope,0.853,0.688,8,-6.509,0,0.296,0.0118,0.0,0.151,0.565,150.012,166693,2017
Mink Flow,0.692,0.533,6,-6.165,0,0.176,0.00355,0.0,0.114,0.25,78.902,178787,2017
Lookin Exotic,0.589,0.63,0,-5.289,1,0.0985,0.0601,0.0,0.102,0.0486,76.494,226863,2017
Fresh Air,0.817,0.526,0,-7.426,0,0.127,0.0223,0.0,0.192,0.419,125.014,270823,2017
Neva Missa Lost,0.747,0.492,11,-8.399,0,0.11,0.271,1.11e-05,0.263,0.189,124.87,238010,2017
Hallucinating,0.787,0.492,10,-6.574,0,0.256,0.365,2.47e-05,0.239,0.241,130.016,221610,2017
New Illuminati,0.904,0.715,1,-6.509,1,0.285,0.0182,0.000707,0.215,0.625,140.001,181743,2017
You Da Baddest (feat. Nicki Minaj),0.807,0.736,7,-6.748,1,0.151,0.109,0.00729,0.104,0.54,154.023,242933,2017
Rent Money,0.694,0.493,1,-8.581,1,0.373,0.0331,2.04e-06,0.431,0.313,166.457,265366,2017
Good Dope,0.863,0.409,1,-8.55,0,0.321,0.0887,0.0281,0.359,0.2,130.011,172225,2017
POA,0.818,0.746,11,-6.187,0,0.177,0.000441,2.11e-06,0.176,0.609,147.977,248748,2017
High Demand,0.907,0.465,5,-7.123,0,0.288,0.0175,1.54e-05,0.117,0.188,141.957,211692,2017
Outta Time,0.75,0.546,6,-6.951,0,0.384,0.00597,3.18e-05,0.377,0.438,75.443,168607,2017
Scrape,0.928,0.496,2,-8.385,1,0.154,0.133,0.000196,0.231,0.0782,126.017,217173,2017
Poppin' Tags,0.857,0.601,2,-5.837,1,0.0782,0.00103,1.58e-05,0.149,0.279,147.076,218521,2017
Massage In My Room,0.799,0.426,1,-8.089,1,0.0727,0.0313,0.00153,0.376,0.171,75.538,155456,2017
When I Was Broke,0.883,0.583,7,-7.55,0,0.234,0.36,0.0,0.15,0.533,125.898,185132,2017
Feds Did a Sweep,0.799,0.468,10,-10.077,0,0.267,0.437,1.7e-06,0.0778,0.344,117.994,270466,2017
Oooooh,0.666,0.598,3,-5.646,0,0.0393,0.0312,0.0,0.113,0.354,77.503,189127,2016
Lay Up,0.532,0.604,7,-7.273,0,0.348,0.371,0.0,0.114,0.538,95.307,167160,2016
Aintchu,0.649,0.684,8,-6.715,1,0.0968,0.0276,0.0,0.604,0.501,154.03,168136,2016
